cpu_load,queue_level,queue_dropped,process_jitter,process_deadline_miss,process_exec_time,process_stack_left,sensor_deadline_miss,comm_deadline_miss,health_label
81.94,10,12,326.89,6,456.15,155,12,9,2
25.91,1,0,4.61,0,54.43,1070,0,0,0
38.06,0,1,4.84,0,85.07,1430,0,0,0
82.26,8,25,337.92,5,599.39,312,9,9,2
78.59,7,15,337.2,16,362.71,356,14,10,2
89.2,8,21,381.96,10,488.24,386,11,12,2
48.86,3,7,41.72,2,162.41,713,2,2,1
71.71,7,24,352.02,8,285.62,371,11,14,2
32.88,2,0,28.08,0,61.52,1512,0,0,0
39.98,0,0,6.49,0,78.98,1589,0,0,0
40.98,2,0,23.23,0,58.1,1058,0,0,0
70.06,7,28,105.99,17,501.12,190,9,14,2
60.44,6,2,42.9,3,169.36,717,1,3,1
58.82,5,4,87.87,2,241.17,854,1,2,1
76.43,10,12,194.46,11,528.76,364,6,14,2
28.13,2,1,15.89,0,101.96,1147,0,0,0
33.86,1,0,10.37,0,76.5,1268,0,0,0
57.29,5,6,92.66,3,194.73,435,2,2,1
36.55,0,0,23.52,0,96.5,1539,0,0,0
32.06,2,1,25.56,0,85.34,1782,0,0,0
25.05,1,1,18.53,0,110.49,1617,0,0,0
32.28,2,0,4.32,0,111.53,1925,0,0,0
61.35,5,6,80.13,3,199.77,837,3,1,1
76.83,10,18,318.95,5,323.97,112,5,14,2
31.75,2,1,26.35,0,76.53,1374,0,0,0
20.37,2,0,25.7,0,76.06,1849,0,0,0
49.37,3,6,55.24,2,146.82,791,3,1,1
20.1,2,0,29.79,0,90.92,1345,0,0,0
20.6,2,1,13.91,0,98.31,1497,0,0,0
62.95,3,5,64.76,2,208.58,804,2,1,1
59.13,3,2,35.55,1,129.33,748,1,2,1
70.68,10,11,268.7,6,477.12,275,9,12,2
49.05,6,3,53.19,4,144.75,627,3,1,1
76.87,8,8,192.44,17,540.98,364,5,8,2
68.76,4,6,49.4,4,242.25,426,2,3,1
73.88,10,14,125.93,12,308.58,194,4,7,2
23.6,1,1,6.89,0,59.23,915,0,0,0
96.0,10,11,372.94,19,598.0,117,13,10,2
39.6,2,1,14.29,0,119.63,1403,0,0,0
66.52,4,4,76.13,1,140.04,601,2,2,1
26.04,1,0,17.71,0,109.46,1553,0,0,0
41.34,0,0,1.75,0,69.7,1953,0,0,0
65.69,4,5,71.4,2,178.01,569,3,3,1
23.28,1,0,27.83,0,77.83,2017,0,0,0
91.08,10,26,219.99,10,390.07,280,5,9,2
85.41,10,20,253.05,15,423.98,52,4,6,2
68.98,3,4,33.57,4,234.88,861,2,2,1
58.54,4,2,78.22,3,175.48,871,1,3,1
55.51,3,3,53.73,3,146.57,751,3,1,1
23.2,1,1,5.8,0,57.23,1268,0,0,0
51.2,5,7,85.81,3,133.1,884,3,2,1
43.75,1,1,5.32,0,97.47,1293,0,0,0
37.99,1,0,18.82,0,90.89,1008,0,0,0
89.38,8,20,365.55,8,474.96,282,5,6,2
45.34,4,3,61.96,2,225.34,597,1,2,1
95.45,10,10,134.28,8,400.93,148,13,7,2
26.15,2,1,22.64,0,56.85,1375,0,0,0
37.99,1,1,27.21,0,79.35,1484,0,0,0
40.21,2,1,28.59,0,70.36,1264,0,0,0
82.6,7,11,199.44,5,468.08,183,7,14,2
27.2,1,0,7.15,0,85.2,1671,0,0,0
68.06,6,2,37.98,3,243.17,864,2,1,1
73.09,7,29,359.24,11,486.31,149,11,9,2
80.79,7,9,166.04,7,596.65,208,9,14,2
58.12,5,7,50.46,4,164.22,660,3,3,1
29.43,2,1,26.63,0,77.62,1619,0,0,0
72.76,10,17,201.9,6,500.63,104,6,7,2
75.3,10,9,296.79,13,562.37,58,6,11,2
46.68,6,7,38.67,1,219.49,498,3,1,1
76.25,9,28,291.58,18,288.24,363,10,10,2
89.49,9,24,251.73,11,475.32,368,6,13,2
47.96,6,3,49.22,1,188.78,600,2,1,1
79.37,9,14,140.81,12,406.31,237,11,9,2
32.9,2,0,1.53,0,57.81,1629,0,0,0
53.79,3,6,85.35,4,139.04,695,3,3,1
35.86,2,0,12.61,0,117.14,2004,0,0,0
47.09,4,4,48.04,1,243.92,484,1,1,1
68.21,6,4,30.25,1,134.23,431,3,1,1
56.05,4,6,88.68,4,211.0,681,1,3,1
38.42,1,1,27.63,0,85.25,1917,0,0,0
41.15,1,0,13.49,0,112.47,1756,0,0,0
47.46,5,2,80.5,3,229.6,780,2,1,1
34.45,0,1,19.48,0,115.84,1703,0,0,0
53.81,4,6,31.29,2,203.72,619,1,2,1
48.75,6,3,76.2,1,197.93,762,3,3,1
51.1,4,7,32.41,2,249.92,754,2,1,1
33.13,0,0,4.98,0,108.54,1087,0,0,0
22.73,0,0,23.9,0,66.28,1852,0,0,0
21.68,1,0,0.53,0,81.73,1131,0,0,0
57.48,3,5,94.96,4,188.73,645,2,2,1
92.92,9,13,359.34,14,521.54,140,5,5,2
30.12,1,0,23.17,0,64.48,1772,0,0,0
95.4,10,14,227.63,10,580.53,385,12,11,2
92.13,10,13,125.43,13,520.68,188,14,13,2
23.25,2,0,6.81,0,96.89,1979,0,0,0
72.0,7,21,396.72,6,287.1,380,4,8,2
25.76,0,0,16.65,0,75.96,1255,0,0,0
49.45,4,5,30.99,1,154.39,863,1,1,1
36.81,0,1,23.62,0,108.25,1305,0,0,0
31.54,0,1,6.43,0,59.77,1499,0,0,0
69.62,4,3,35.32,1,162.74,680,2,1,1
56.63,3,3,86.88,3,148.85,768,3,2,1
64.42,3,4,51.23,3,249.48,486,1,1,1
62.63,4,6,45.98,3,140.08,696,1,1,1
68.56,4,3,47.92,4,213.43,899,2,1,1
25.21,1,1,3.57,0,56.02,1287,0,0,0
59.94,6,4,47.11,1,168.61,841,1,2,1
34.86,0,1,11.23,0,57.08,1908,0,0,0
53.34,4,3,38.91,2,230.57,494,3,2,1
29.81,1,1,14.91,0,59.41,1018,0,0,0
76.17,10,27,367.0,8,334.17,284,6,8,2
87.74,9,29,296.2,15,504.01,363,12,5,2
62.22,5,5,57.15,3,212.24,806,1,2,1
59.34,4,4,70.63,1,227.48,588,1,1,1
24.69,2,1,10.26,0,100.23,997,0,0,0
27.47,2,1,11.91,0,69.24,1531,0,0,0
46.55,3,2,71.97,2,241.34,435,3,3,1
74.55,10,25,339.4,16,256.8,308,10,7,2
46.87,5,2,78.44,2,128.95,723,2,3,1
22.03,2,0,14.32,0,84.6,1464,0,0,0
51.42,5,7,84.93,2,228.96,883,1,1,1
28.02,0,0,20.19,0,80.43,1649,0,0,0
44.59,0,0,15.44,0,50.87,940,0,0,0
21.12,2,1,8.76,0,84.31,1167,0,0,0
98.41,9,17,124.2,17,333.2,156,6,4,2
67.97,6,3,92.06,2,204.3,448,1,3,1
35.55,0,0,0.14,0,86.02,1885,0,0,0
77.26,7,24,330.93,12,258.57,300,8,11,2
23.28,1,0,20.54,0,73.76,1086,0,0,0
60.37,6,4,73.21,1,148.02,475,2,1,1
38.86,2,0,15.78,0,119.77,1841,0,0,0
41.3,2,0,13.97,0,50.38,1469,0,0,0
60.26,3,5,39.46,2,207.72,746,2,3,1
30.84,1,0,4.52,0,62.66,1180,0,0,0
40.91,1,0,17.87,0,66.19,920,0,0,0
27.37,0,1,26.3,0,113.11,1020,0,0,0
58.26,3,5,31.53,3,164.83,657,3,2,1
29.75,1,1,5.78,0,60.78,930,0,0,0
50.7,3,6,68.78,1,161.13,410,1,1,1
97.9,7,23,398.7,8,526.17,146,5,10,2
33.29,1,1,11.96,0,114.21,1020,0,0,0
64.0,4,6,39.73,4,208.03,803,2,1,1
63.57,6,3,88.08,2,218.85,672,3,2,1
93.84,7,12,341.36,12,346.8,232,11,4,2
69.33,4,6,90.25,1,228.84,641,1,1,1
98.92,8,15,103.66,8,443.73,85,5,7,2
28.53,2,1,10.27,0,105.61,957,0,0,0
53.64,4,6,91.56,2,246.28,636,2,2,1
70.09,8,21,380.43,17,548.77,323,12,8,2
45.17,4,3,82.59,1,200.56,796,2,1,1
71.96,10,18,352.08,15,256.38,65,14,4,2
65.68,4,5,81.46,1,231.6,755,1,1,1
89.15,10,17,165.35,17,371.1,352,6,14,2
68.98,5,6,99.16,1,239.46,885,3,3,1
25.4,1,1,23.38,0,67.2,1813,0,0,0
79.45,9,13,294.55,19,369.13,59,4,11,2
60.62,6,5,72.43,4,155.51,450,3,2,1
40.71,1,0,0.8,0,53.46,1715,0,0,0
76.01,8,20,260.98,16,298.6,338,5,14,2
56.12,6,5,40.27,4,248.39,568,1,1,1
66.8,3,5,39.37,2,230.2,746,1,1,1
33.01,0,1,9.43,0,108.62,1340,0,0,0
20.49,2,0,5.93,0,104.47,1978,0,0,0
80.71,8,14,318.78,6,439.05,151,13,14,2
64.12,4,4,82.47,1,179.93,887,1,2,1
47.16,6,7,94.7,2,193.13,810,1,2,1
33.19,2,1,24.62,0,102.45,1754,0,0,0
78.28,8,17,356.97,16,415.07,302,12,6,2
75.54,8,21,153.34,8,323.42,357,12,5,2
26.17,2,1,3.88,0,69.26,1666,0,0,0
93.66,9,11,115.54,15,372.52,312,6,8,2
68.44,3,7,31.43,1,178.65,795,2,3,1
21.94,0,1,13.38,0,115.15,1795,0,0,0
47.25,3,4,54.69,3,195.27,760,2,2,1
59.56,6,7,99.32,1,203.07,663,3,3,1
75.1,10,12,160.2,6,415.82,40,8,4,2
39.39,1,1,11.35,0,108.46,1865,0,0,0
36.31,2,1,5.04,0,60.28,974,0,0,0
48.56,3,6,72.06,1,132.5,745,1,1,1
58.84,4,6,75.35,4,192.15,594,2,1,1
32.34,0,1,11.42,0,77.83,1812,0,0,0
26.17,2,1,20.34,0,86.62,1814,0,0,0
20.77,2,0,28.35,0,53.56,1313,0,0,0
38.15,2,0,19.8,0,91.98,983,0,0,0
91.27,7,20,317.26,19,332.03,285,14,10,2
82.41,7,14,305.75,17,518.98,342,8,10,2
47.35,6,7,82.4,2,137.74,838,3,1,1
42.24,1,1,23.74,0,82.27,1943,0,0,0
65.7,6,6,71.03,2,210.65,561,1,3,1
49.11,3,2,96.79,1,166.18,542,3,1,1
77.75,10,21,121.05,16,531.5,161,6,6,2
77.87,7,15,243.68,5,549.67,217,4,12,2
97.82,9,27,184.94,12,490.05,334,11,9,2
56.28,4,5,41.16,4,155.18,736,3,1,1
94.7,8,13,261.52,13,423.36,106,12,5,2
68.99,4,5,74.92,3,211.54,754,2,3,1
79.15,9,10,308.44,19,370.7,138,7,4,2
49.54,3,5,79.47,1,132.1,687,1,3,1
91.05,8,14,121.15,12,250.57,285,9,11,2
52.94,5,2,59.04,4,173.36,461,2,2,1
31.98,2,0,29.6,0,100.24,1332,0,0,0
31.41,2,0,19.34,0,70.25,1250,0,0,0
64.48,4,3,86.27,1,224.78,564,2,1,1
34.05,0,0,19.59,0,116.87,1016,0,0,0
58.19,6,4,97.9,2,161.56,486,3,1,1
38.17,1,1,3.23,0,114.12,1782,0,0,0
62.92,6,6,70.24,2,157.84,831,3,3,1
20.23,2,0,0.94,0,57.74,1710,0,0,0
60.11,3,7,58.46,1,185.84,824,2,1,1
83.19,7,9,273.78,6,533.81,187,14,7,2
84.44,9,11,229.63,6,583.85,91,10,5,2
85.55,10,13,348.55,11,410.72,389,13,10,2
82.04,7,14,104.67,9,359.34,114,9,5,2
21.43,2,1,27.83,0,104.05,1819,0,0,0
51.49,5,2,38.19,4,202.91,451,1,2,1
26.11,1,1,27.72,0,109.03,1974,0,0,0
50.24,4,5,46.28,3,219.78,432,3,2,1
67.22,5,5,92.01,2,162.9,512,2,2,1
56.21,4,3,57.49,4,234.32,612,1,1,1
45.3,4,5,65.86,4,166.19,803,3,2,1
87.1,8,27,195.4,12,582.87,214,10,12,2
41.3,1,1,22.05,0,70.72,1873,0,0,0
23.0,1,0,29.69,0,55.18,934,0,0,0
37.15,0,1,2.33,0,103.55,1883,0,0,0
85.13,9,12,122.91,14,269.17,112,11,5,2
30.01,1,1,5.62,0,119.2,1510,0,0,0
40.69,0,1,22.74,0,74.82,977,0,0,0
51.77,6,4,32.61,2,133.19,802,3,1,1
76.33,9,27,280.96,18,444.83,103,8,6,2
65.39,5,6,90.84,1,163.87,853,1,2,1
97.13,9,21,242.77,11,394.81,263,10,9,2
56.8,6,6,82.2,1,224.08,570,2,3,1
72.46,9,19,235.22,7,412.61,310,8,7,2
54.8,4,7,58.98,4,120.08,685,2,2,1
23.88,2,1,5.79,0,68.95,1014,0,0,0
72.56,8,13,117.52,11,429.39,324,6,7,2
54.29,5,2,85.09,2,176.97,616,3,1,1
45.01,5,4,83.85,3,124.18,766,1,2,1
55.42,3,5,64.1,2,150.77,453,3,2,1
24.99,1,1,21.46,0,101.73,1823,0,0,0
31.84,2,0,9.95,0,86.45,1875,0,0,0
31.71,1,0,1.36,0,83.7,1003,0,0,0
38.02,0,1,23.46,0,110.68,985,0,0,0
22.11,1,1,1.25,0,84.58,1377,0,0,0
93.15,9,27,319.34,16,399.6,265,5,9,2
36.18,1,0,12.24,0,80.8,1196,0,0,0
55.71,3,6,90.78,4,193.81,584,2,1,1
44.6,1,0,19.15,0,83.18,981,0,0,0
22.37,0,0,21.69,0,77.24,1891,0,0,0
65.07,5,7,30.77,3,237.51,489,2,2,1
66.97,3,4,77.54,3,162.65,778,3,3,1
28.3,2,1,6.35,0,56.3,1094,0,0,0
48.7,4,7,66.25,1,140.41,568,2,1,1
63.7,3,2,71.45,2,166.7,778,2,1,1
32.24,2,1,13.95,0,118.45,1177,0,0,0
41.28,1,0,5.44,0,66.57,1161,0,0,0
62.63,5,2,32.71,1,164.07,726,2,2,1
51.89,3,2,43.35,4,201.7,719,1,2,1
42.74,0,1,25.51,0,73.84,1569,0,0,0
95.58,7,10,272.29,11,490.15,96,13,14,2
49.08,4,5,55.77,4,238.59,713,2,1,1
33.09,2,0,25.0,0,53.64,1363,0,0,0
39.12,1,1,16.61,0,89.14,1812,0,0,0
23.89,1,1,8.5,0,89.3,1187,0,0,0
42.27,0,1,15.57,0,72.12,925,0,0,0
50.87,4,5,59.84,2,183.56,797,1,2,1
22.35,2,1,26.27,0,69.88,1373,0,0,0
33.01,2,0,2.82,0,112.28,1368,0,0,0
84.31,10,22,126.2,13,453.44,198,6,6,2
22.97,0,1,9.65,0,92.57,982,0,0,0
70.91,7,23,230.53,6,337.5,189,9,9,2
43.33,2,1,14.02,0,104.93,1872,0,0,0
43.9,0,1,5.93,0,70.39,1077,0,0,0
96.94,8,13,142.74,17,430.55,278,11,9,2
94.71,10,26,319.08,11,577.14,328,10,9,2
72.61,7,23,175.05,17,358.35,355,10,6,2
26.76,1,1,23.25,0,84.76,1084,0,0,0
74.15,7,13,159.69,8,479.62,121,8,7,2
44.99,2,0,2.86,0,100.95,1492,0,0,0
77.59,8,14,378.35,8,595.86,99,9,7,2
67.34,6,4,52.95,3,174.31,651,2,1,1
50.05,4,6,99.36,2,185.55,864,3,2,1
82.49,8,9,182.7,16,358.02,275,11,14,2
40.67,2,0,11.56,0,68.95,1544,0,0,0
36.31,2,1,3.32,0,67.67,1468,0,0,0
21.03,0,0,1.97,0,81.86,1182,0,0,0
45.07,5,3,68.85,1,155.37,567,2,2,1
92.98,8,18,311.34,14,515.31,68,5,14,2
46.85,6,4,58.63,2,148.91,443,1,2,1
87.84,7,27,280.77,13,377.93,290,7,5,2
67.74,6,6,34.11,3,210.78,614,2,3,1
88.91,9,22,244.01,14,428.81,365,5,7,2
23.35,0,1,9.14,0,79.95,1219,0,0,0
65.9,5,2,81.79,1,230.06,894,1,2,1
25.04,1,0,24.35,0,74.47,1919,0,0,0
44.39,0,1,23.58,0,58.97,1773,0,0,0
86.7,7,20,348.62,10,353.74,125,7,7,2
56.13,3,6,88.88,4,141.03,895,1,3,1
43.28,2,0,3.51,0,56.14,1460,0,0,0
33.56,1,1,7.6,0,61.22,1089,0,0,0
33.85,0,0,20.17,0,69.69,1179,0,0,0
97.54,7,22,264.15,12,539.87,201,7,13,2
59.57,6,5,76.01,3,203.4,760,1,3,1
59.3,5,2,81.78,3,214.87,437,1,3,1
54.47,4,4,53.73,2,131.67,563,2,1,1
39.9,0,1,24.08,0,68.62,1590,0,0,0
36.64,2,0,2.71,0,112.79,1646,0,0,0
28.94,0,1,4.42,0,69.14,1449,0,0,0
50.42,6,6,78.08,3,241.54,669,2,2,1
29.23,0,1,22.89,0,115.1,1170,0,0,0
78.5,8,28,218.53,11,588.39,328,12,11,2
38.62,2,1,22.88,0,83.64,1777,0,0,0
22.86,0,0,14.13,0,89.57,1667,0,0,0
42.47,1,0,21.15,0,83.81,2015,0,0,0
65.73,5,5,47.14,2,130.98,772,2,3,1
20.68,0,0,21.3,0,94.49,2000,0,0,0
21.49,2,0,17.57,0,63.68,1147,0,0,0
30.78,1,1,25.24,0,68.22,1162,0,0,0
71.19,8,14,363.37,15,288.37,368,13,9,2
80.56,7,18,377.24,8,395.29,236,10,14,2
57.09,4,5,52.67,4,206.4,452,2,1,1
97.26,7,21,256.11,18,340.51,327,12,13,2
55.9,3,3,66.52,3,197.76,615,2,3,1
97.38,10,9,328.02,10,598.92,305,7,7,2
67.51,6,6,34.8,1,202.11,745,1,3,1
78.79,9,11,316.04,7,320.36,249,5,12,2
34.65,0,0,6.57,0,107.12,1370,0,0,0
60.67,6,4,77.56,4,249.77,785,1,2,1
67.19,3,2,82.79,3,204.32,577,2,2,1
60.24,6,3,68.03,4,187.71,782,2,3,1
24.99,0,1,27.38,0,64.85,1886,0,0,0
94.24,8,12,165.78,8,456.88,156,5,10,2
46.11,4,7,90.86,3,243.67,841,1,2,1
58.35,6,6,56.52,2,245.61,693,1,2,1
61.91,4,6,44.61,3,196.47,649,3,1,1
66.82,5,6,36.33,2,148.83,696,1,3,1
40.62,0,0,4.32,0,114.47,1587,0,0,0
54.65,3,3,48.33,2,170.46,713,1,2,1
61.32,6,7,37.04,3,129.42,557,2,3,1
89.32,8,27,142.43,6,267.03,171,6,4,2
90.67,10,18,392.33,8,595.41,54,4,13,2
44.42,0,0,13.84,0,79.73,1141,0,0,0
35.76,0,1,2.63,0,58.26,1315,0,0,0
37.7,2,1,29.28,0,108.95,1852,0,0,0
60.06,5,7,36.85,4,173.84,537,3,1,1
32.82,2,0,1.08,0,117.18,1748,0,0,0
29.02,0,0,10.72,0,68.54,1966,0,0,0
38.54,1,1,23.49,0,89.9,1739,0,0,0
26.44,2,1,22.38,0,112.0,1894,0,0,0
98.31,9,8,319.7,10,273.51,318,10,5,2
58.68,3,5,65.39,3,173.08,718,3,3,1
66.56,5,7,36.23,2,127.32,411,2,3,1
31.69,0,0,7.23,0,102.62,1350,0,0,0
86.39,8,20,175.18,17,280.71,202,7,11,2
37.64,1,0,27.09,0,53.16,1256,0,0,0
62.35,4,5,39.45,2,236.05,620,2,1,1
35.77,1,0,10.17,0,63.41,1197,0,0,0
56.37,4,7,50.07,1,239.91,833,2,2,1
94.63,10,15,158.54,7,345.53,135,5,8,2
44.51,2,1,1.64,0,93.14,1602,0,0,0
39.52,0,1,21.85,0,80.89,965,0,0,0
34.71,0,0,0.37,0,81.8,1687,0,0,0
64.25,3,2,75.94,1,220.12,417,3,3,1
21.27,1,1,14.07,0,112.77,1224,0,0,0
23.14,0,1,14.46,0,116.72,1068,0,0,0
46.69,5,5,48.1,1,135.43,731,2,3,1
31.21,0,1,2.4,0,102.87,1350,0,0,0
64.02,5,3,44.37,2,191.09,626,3,3,1
23.81,1,1,13.38,0,76.67,1174,0,0,0
78.32,8,10,250.36,19,577.44,119,12,4,2
42.91,2,1,9.85,0,87.48,1452,0,0,0
35.27,1,1,12.35,0,78.61,1864,0,0,0
33.05,0,0,16.92,0,97.37,1869,0,0,0
98.71,10,13,182.27,18,306.14,332,10,11,2
46.18,5,3,39.79,1,173.87,620,2,2,1
35.91,2,1,4.35,0,116.22,1521,0,0,0
